"","en"
"game_spell_tooltip_KennenShurikenHurl","<titleLeft>Thundering Shuriken (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Energy</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Kenen throws a shuriken, dealing @Effect1Amount@<font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_KennenShurikenHurl1","<titleLeft>Thundering Shuriken (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Energy</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Throws a shuriken that damages the first enemy it hits for @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and adds a Mark of the Storm.</mainText>"
"game_spell_tooltip_KennenShurikenHurlMissile1","<titleLeft>Thundering Shuriken (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Energy</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Throws a shuriken that damages the first enemy it hits for @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and adds a Mark of the Storm.</mainText>"
"game_spell_tooltip_KennenShurikenStorm","<titleLeft>Slicing Maelstrom (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Energy</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Summons a magical storm that deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and applies a Mark of the Storm to a random enemy champion near Kennen every @Effect2Amount@ seconds.  This storm attacks up to @Effect3Amount@ times and cannot hit the same target more than 3 times.</mainText>"
"game_spell_tooltip_KennenShurikenThrow","<titleLeft>Thundering Shuriken (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Energy</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Throws a lightning shuriken that damages target enemy for @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and adds a Mark of the Storm.</mainText>"
"game_spell_tooltip_KillerInstinct","<titleLeft>Killer Instincts (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>No Cost</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Katarina's abilities and melee attacks deal @Effect3Amount@ additional damage each hit.<br><font color='#FF9900' size='14'>Active: </font>Katarina's next basic ability has a bonus effect. <br><font color='#FF9900' size='14'>Bouncing Blade:</font> Deals full damage to every target it hits and applies 50% healing reduction for 5 seconds.<br><font color='#FF9900' size='14'>Shunpo:</font> Katarina takes @Effect2Amount@% reduced damage from enemy attacks for 3 seconds.</mainText>"
"game_spell_tooltip_KogMawBioArcaneBarrage","<titleLeft>Bio-Arcane Barrage (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Kog'Maw's attacks gain @Effect1Amount@ range and deal additional magic damage equal to @Effect2Amount@% <font color='#99FF99'>(+@CharAbilityPower@)%</font> of the target's maximum Health (Max: 100 Damage vs Monsters).  Lasts @Effect3Amount@ seconds.</mainText>"
"game_spell_tooltip_KogMawCausticSpittle","<titleLeft>Caustic Spittle (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive:</font> Increases Attack Speed by @Effect2Amount@%.<br><br><font color='#FF9900' size='14'>Active: </font>Kog'Maw launches a corrosive projectile which deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and reduces the target's Armor and Magic Resist by @Effect3Amount@ for 4 seconds.</mainText>"
"game_spell_tooltip_KogMawIcathianSurprise","Upon dying, Kog'Maw starts a chain reaction in his body which causes him to detonate after 4 seconds; dealing 160 + (30 x lvl) magic damage to surrounding enemies."
"game_spell_tooltip_KogMawLivingArtillery","<titleLeft>Living Artillery (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Kog'Maw fires artillery from a great distance. After a short delay, the artillery falls dealing @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and reveals targets for 4 seconds (deals 150% bonus damage to Champions).<br><br>Each subsequent Living Artillery in the next 6 seconds costs @Cost@ additional mana (Max 200).</mainText>"
"game_spell_tooltip_KogMawVoidOoze","<titleLeft>Void Ooze (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Kog'Maw launches ooze which deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to enemies it passes through.<br><br>Additionally, it leaves a trail which slows enemies by @Effect2Amount@% for 4 seconds.</mainText>"
"game_spell_tooltip_Landslide","<titleLeft>Ground Slam (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Malphite slams the ground dealing @Effect2Amount@ <font color='#FFFF00'>(+@f1@)</font> magic damage to surrounding enemies, reducing their Attack Speed by @Effect1Amount@% for @Effect4Amount@ seconds.<br><br>This ability gains damage equal to @Effect3Amount@% of Armor.</mainText>"
"game_spell_tooltip_LayWaste","<titleLeft>Lay Waste (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Creates a delayed blast at Karthus' cursor position.  After 0.5 seconds, deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to each nearby enemy, this deals double damage if it hits only a single unit.</mainText>"
"game_spell_tooltip_LeblancChaosOrb","<titleLeft>Sigil of Silence (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc projects an orb towards her target, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and marking the target for 3.5 seconds.<br><br>If the target takes damage from one of LeBlanc's abilities, the mark will trigger, dealing @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower2@)</font> magic damage and silencing the target for 2 seconds.</mainText>"
"game_spell_tooltip_LeblancChaosOrbM","<titleLeft>Mimic: Sigil of Silence (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc mimics her last ability cast. The mimicked ability deals @Effect5Amount@% increased damage.</mainText>"
"game_spell_tooltip_LeblancMimic","<titleLeft>Mimic (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc can cast the previous spell she cast. The mimicked spell deals @Effect5Amount@% increased damage.</font></mainText>"
"game_spell_tooltip_LeblancSlide","<titleLeft>Distortion (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc rapidly moves to a target location, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to nearby units. In the following 3 seconds, she can activate Distortion again to return to her starting location.</mainText>"
"game_spell_tooltip_LeblancSlideM","<titleLeft>Mimic: Distortion (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc mimics her last ability cast. The mimicked ability deals @Effect5Amount@% increased damage.</mainText>"
"game_spell_tooltip_LeblancSlideReturn","<titleLeft>Distortion Return (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft></subtitleLeft><subtitleRight></subtitleRight><mainText>Press again to return to the yellow marker.</font></mainText>"
"game_spell_tooltip_LeblancSlideReturnM","<titleLeft>Mimic: Distortion Return (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft></subtitleLeft><subtitleRight></subtitleRight><mainText>Press again to return to the purple marker.</mainText>"
"game_spell_tooltip_LeblancSoulShackle","<titleLeft>Ethereal Chains (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc flings illusionary chains towards a target location. If it hits an enemy unit, it will deal @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> initial magic damage and slow their movement speed by 25%. If the target remains shackled for 2 seconds, the target takes an additional @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and is unable to move for @Effect2Amount@ second(s).</mainText>"
"game_spell_tooltip_LeblancSoulShackleM","<titleLeft>Mimic: Ethereal Chains (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>LeBlanc mimics her last ability cast. The mimicked ability deals @Effect5Amount@% increased damage.</mainText>"
"game_spell_tooltip_LeonaShieldOfDaybreak","<titleLeft>Shield of Daybreak (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Leona's next autoattack deals an additional @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and stuns the target for @Effect1Amount@ seconds.</mainText>"
"game_spell_tooltip_LeonaSolarBarrier","<titleLeft>Eclipse (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Leona raises her shield to gain @Effect2Amount@ bonus Armor and Magic Resistance for @Effect3Amount@ seconds. When the effect ends, she deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to nearby enemies and prolongs the effect for a bonus @Effect3Amount@ seconds if any enemies are struck.</mainText>"
"game_spell_tooltip_LeonaSolarFlare","<titleLeft>Solar Flare (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>After a brief delay, Leona calls down a beam of solar energy to deal @Effect4Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and slow enemies by @Effect1Amount@% for @Effect2Amount@ seconds.  Enemies in the center of the effect are stunned instead of slowed.</mainText>"
"game_spell_tooltip_LeonaZenithBlade","<titleLeft>Zenith Blade (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Leona projects a solar image of her sword, which deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to all enemies in a line. When the image fades, the last enemy champion struck will be briefly immobilized and Leona will dash to them.</mainText>"
"game_spell_tooltip_LuxBasicAttack","<titleLeft>Lucent Singularity (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Creates a zone that slows enemy units by @Effect1Amount@% (zone lasts 5 seconds). Can be detonated to damage enemies in the area for @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_LuxBasicAttack2","<titleLeft>Lucent Singularity (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Creates a zone that slows enemy units by @Effect1Amount@% (zone lasts 5 seconds).  Can be detonated to damage enemies in the area for @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_LuxCritAttack","<titleLeft>Lucent Singularity (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Creates a zone that slows enemy units by @Effect1Amount@% (zone lasts 5 seconds).  Can be detonated to damage enemies in the area for @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_LuxIlluminatingFraulein","<titleLeft>Light Binding (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Fires a ball of light towards a target location, binding and damaging up to 2 enemy units. The first target takes @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font>magic damage and is bound for 2 seconds. The second target receives 50% of the effect.</mainText>"
"game_spell_tooltip_LuxIlluminationPassive","<titleLeft>Light Binding (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Fires a ball of light towards a target location, binding and damaging up to 2 enemy units. The first target takes @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font>magic damage and is bound for 2 seconds. The second target receives 50% of the effect.</mainText>"
"game_spell_tooltip_LuxLightBinding","<titleLeft>Light Binding (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Fires a ball of light towards a target location, binding and damaging up to 2 enemy units. The first target takes @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and is bound for 2 seconds. The second target receives 50% of the effect.</mainText>"
"game_spell_tooltip_LuxLightStrikeKugel","<titleLeft>Lucent Singularity (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Creates a zone that slows enemy units by @Effect1Amount@% (zone lasts 5 seconds). Can be detonated to damage enemies in the area for @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage.</mainText>"
"game_spell_tooltip_LuxMaliceCannon","<titleLeft>Finales Funkeln (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>After a short delay, Lux fires a stream of light in front of her, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> to all enemy units in the area. In addition, ignites the target for Illumination damage if under its effect, and refreshes the Illumination debuff. </mainText>"
"game_spell_tooltip_LuxPrismaticWave","<titleLeft>Prismatic Barrier (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Lux throws her wand to the target location and back, protecting herself and all allied champions it touches from @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> damage for @x1@ seconds.</mainText>"
"game_spell_tooltip_MaliceandSpite","<titleLeft>Malice And Spite (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>No Cost</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive: </font>Each time Evelynn scores a kill or assist, she recovers @Effect3Amount@ health.<br><br><font color='#FF9900' size='14'>Active: </font>Evelynn gains @Effect1Amount@% attack speed and @Effect2Amount@% movement speed for 10 seconds (non-stacking, can cast while stealthed). If an enemy champion dies, this ability's cooldown is refreshed.</mainText>"
"game_spell_tooltip_ManiacalCloak","<titleLeft>Deceive (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Shaco instantly stealths, lasting @Effect1Amount@ seconds, and teleports to target nearby location.</mainText>"
"game_spell_tooltip_MaokaiDrain3","<titleLeft>Vengeful Maelstrom (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana, 30 Mana Per Second</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Toggle: </font>Maokai creates a magical vortex that protects him and allied champions by reducing damage from non-turret sources by @Effect1Amount@%.<br><br>Maokai can end the effect to release the stored energy, dealing @Effect3Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> (+2 per damage absorbed) magic damage to enemies within the vortex. Maokai can store up to @Effect5Amount@ bonus damage.</mainText>"
"game_spell_tooltip_MaokaiDrain3Toggle","<titleLeft>Vengeful Maelstrom (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>30 Mana Per Second</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Toggle Off: </font>Maokai will end the protective effect to release the stored energy, dealing @Effect3Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> (+2 per damage absorbed) magic damage to enemies within the vortex. Maokai can store up to @Effect5Amount@ bonus damage.</mainText>"
"game_spell_tooltip_MaokaiSapling2","<titleLeft>Sapling Toss (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Maokai flings a sapling that deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage on impact.<br><br>The sapling wards the nearby area, and will chase enemies that approach, exploding to deal @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower2@)</font> magic damage. Saplings last for @Effect4Amount@ seconds.</mainText>"
"game_spell_tooltip_MaokaiTrunkLine","<titleLeft>Arcane Smash (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Maokai releases an arcane shockwave. Nearby enemies are knocked back and all affected enemies take @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and are slowed by @Effect3Amount@% for 2 seconds.</mainText>"
"game_spell_tooltip_MaokaiUnstableGrowth","<titleLeft>Twisted Advance (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Maokai transforms into a cloud of arcane energy that quickly travels to a target enemy, deals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage and roots it for @Effect2Amount@ second(s).</mainText>"
"game_spell_tooltip_Masochism","<titleLeft>Masochism (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>Costs <font color='#FF3300'>@Effect2Amount@ Health</font></subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Increases Attack Damage by @Effect1Amount@ for @Effect4Amount@ seconds. Dr. Mundo gains an additional +@Effect3Amount@ Attack Damage for each percentage of Health he is missing.</mainText>"
"game_spell_tooltip_MasterYiDoubleStrike",""
"game_spell_tooltip_Meditate","<titleLeft>Meditate (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Master Yi channels, restoring @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> health over 5 seconds.  While channeling, Master Yi gains @Effect2Amount@ armor and magic resistance.</mainText>"
"game_spell_tooltip_MegaAdhesive","<titleLeft>Mega Adhesive (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Leaves a sticky area on the ground for @Effect2Amount@ seconds, slowing enemies in the area by @Effect1Amount@% (lasts @Effect3Amount@ second after leaving).</mainText>"
"game_spell_tooltip_MissFortuneBulletTime","<titleLeft>Bullet Time (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Miss Fortune channels a barrage of bullets into a cone in front of her for 2 seconds, dealing @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage per bullet.</mainText>"
"game_spell_tooltip_MissFortuneRicochetShot","<titleLeft>Double Up (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Miss Fortune fires a shot at an enemy target, dealing @Effect1Amount@ (<font color='#FF8C00'>+@CharTotalPhysical@</font>) physical damage and 115% of that damage to another enemy target behind the first. Applies on-hit effects.</mainText>"
"game_spell_tooltip_MissFortuneScattershot","<titleLeft>Make It Rain (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Miss Fortune fires hundreds of bullets into the air that rain down at a location after 0.5 seconds, dealing @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage over 2 seconds and slowing enemies hit by @Effect2Amount@% for 1 second.</mainText>"
"game_spell_tooltip_MissFortuneViciousStrikes","<titleLeft>Impure Shots (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText><font color='#FF9900' size='14'>Passive:</font> Miss Fortune deals @Effect1Amount@<font color='#99FF99'> (+@CharAbilityPower@)</font> magic damage to her target with each attack, cumulatively stacking up to 4 times on the same target.<br><br><font color='#FF9900' size='14'>Active: </font>Miss Fortune's attack speed is increased by @Effect2Amount@% for 6 seconds and causes her attacks to lower healing received and health regeneration by the target by 50% for 3 seconds.</mainText>"
"game_spell_tooltip_MissileBarrage","<titleLeft>Missile Barrage (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana Cost</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Corki fires a missile toward his targeted location that will collide with the first enemy it hits. Each missile deals @Effect1Amount@ <font color='#FF8C00'>(+@CharTotalPhysical2@)</font> <font color='#99FF99'>(+@CharAbilityPower@)</font> area magic damage.<br><br>Corki stores one missile every <font color='#FFFFFF'>@f1@</font> seconds up to 7 missiles at any given time.<br><br>Every 4th missile will be a Big One, dealing @Effect3Amount@% extra damage.</mainText>"
"game_spell_tooltip_MockingShout","<titleLeft>Mocking Shout (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>No Cost</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Decreases surrounding champions' Attack Damage by @Effect1Amount@ for @Effect4Amount@ seconds, and enemies with their backs turned also have their Movement Speed reduced by @Effect2Amount@%.</mainText>"
"game_spell_tooltip_MoltenShield","<titleLeft>Molten Shield (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Places a shield around Annie for @Effect3Amount@ seconds, increasing her Armor and Magic Resist by @Effect1Amount@. Deals @Effect2Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to enemies who attack Annie with basic attacks.</mainText>"
"game_spell_tooltip_MonkeyKingDecoy","<titleLeft>Decoy (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Wukong becomes stealthed for 1.5 seconds. An uncontrollable decoy is left behind that will deal @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font> magic damage to enemies near it after 1.5 seconds.</mainText>"
"game_spell_tooltip_MonkeyKingDoubleAttack","<titleLeft>Crushing Blow (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Wukong's next attack deals @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage and reduces the enemy's Armor by @Effect2Amount@% for 3 seconds.</mainText>"
"game_spell_tooltip_MonkeyKingNimbus","<titleLeft>Nimbus Strike (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Wukong dashes toward a target enemy and sends out images to attack up to 2 additional enemies near his target, dealing @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage to each enemy struck. Upon hitting his target, Wukong gains @Effect2Amount@% Attack Speed for @Effect3Amount@ seconds.</mainText>"
"game_spell_tooltip_MonkeyKingSpinToWin","<titleLeft>Cyclone (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>@Cost@ Mana</subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Wukong's staff grows outward and he spins it around, dealing @Effect1Amount@ <font color='#FF8C00'>(+@f1@)</font> physical damage per second and knocking up enemies he encounters. Wukong gains speed over the duration of the spell. Lasts 4 seconds.</mainText>"
"game_spell_tooltip_MonkeyKingSpinToWinLeave","<titleLeft>Cyclone (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft></subtitleLeft><subtitleRight></subtitleRight><mainText>Click again to stop Cyclone.</mainText>"
"game_spell_tooltip_MordekaiserChildrenOfTheGrave","<titleLeft>Children of the Grave (@Level@)</titleLeft><titleRight>[@Hotkey@]</titleRight><subtitleLeft>No Cost</font></subtitleLeft><subtitleRight>@Cooldown@ sec Cooldown</subtitleRight><mainText>Steals @Effect1Amount@ <font color='#99FF99'>(+@CharAbilityPower@)</font>% of target champion's maximum Health (half stolen initially and half over 10 seconds; deals Magic Damage).<br><br>If the target dies while cursed, their soul is enslaved and will follow Mordekaiser for 30 seconds.  Mordekaiser gains 20% of their ability power and attack damage, and the pet's stats are enhanced.<br><br><font color='#99FF99'>Pets can be controlled by holding the alt key and using the right mouse button.</font></mainText>"
